objectid,filename,youtubeid,vimeoid,title,creator,date,location,format,latitude,longitude,source,subject
RaJ_2021-1,,7LpS77tqYwU,,Romeo & Juliet (2021),Simon Godwin,2021,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt13366258/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Fisayo Akinade;Jessie Buckley;Ella Dacres;Deborah Findlay;Tamsin Greig;Ellis Howard;Lloyd Hutchinson;David Judge;Adrian Lester;Lucian Msamati;Alex Mugnaioni;Josh O'Connor;Shubham Saraf;Colin Tierney
RaJ_2021-2,,,,The Comedy of Romeo and Juliet,Anthony Tresca,2021,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/List_of_films_based_on_Romeo_and_Juliet,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Joelle MacDonald;Andrew Walker;Wren Ramos;Josh Rea;Jo Jones
RaJ_2025,,JTgj2yDJJjI,,Juliet & Romeo,Timothy Scott Bogart,2025,Italy;United States,MovingImage,41.873988,12.564167,Wikipedia - https://en.wikipedia.org/wiki/Juliet_%26_Romeo_(film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Musical;Clara Rugaard;Jamie Ward;Jason Isaacs;Tayla Parx;Dan Fogler;Nicholas Podany;Ferdia Walsh-Peelo;Rupert Graves;Dennis Andres;Ledisi;Rebel Wilson;Rupert Everett;Derek Jacobi
RaJ_1900,,,,Roméo et Juliette (1900),Clément Maurice,1900,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1900_film),Romeo and Juliet;Silent;Short;Loose/Inspired;Drama/Tragedy;Romance;Opera;Emilio Cossira
RaJ_1909-1,,,,Romeo und Julia (1909),Felix Dahn,1909,Korea,MovingImage,37,127,Wikipedia - https://www.imdb.com/title/tt4413046/,Romeo and Juliet;Silent;Short;Loose/Inspired;Drama/Tragedy;Romance;Opera;Luisa Tetrazzini
RaJ_1909-2,,4lrXgzHItgk,,Roméo se fait bandit,Romeo Bosetti,1909,France,MovingImage,46.232193,2.209667,IMDb - https://www.imdb.com/title/tt0292213/,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Max Linder
RaJ_1910,,,,Romeo and Juliet in Our Town,Unknown,1910,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt1390979/,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Modernized;Margarita Fischer
RaJ_1912-2,,,,Indian Romeo and Juliet,Laurence Trimble,1912,Korea,MovingImage,37,127,Wikipedia - https://en.wikipedia.org/wiki/Indian_Romeo_and_Juliet,Romeo and Juliet;Silent;Short;Loose/Inspired;Drama/Tragedy;Romance;Florence Turner;Wallace Reid;Harry T. Morey;Hal Reid;Mrs. Adelaide Ober;Harold Wilson
RaJ_1915-1,,,,Romiet and Julio (1915),John Randolph Bray,1915,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av68738,Romeo and Juliet;Silent;Loose/Inspired;Drama/Tragedy;Romance;Animation;
RaJ_1915-2,,,,Romeo and Juliet (1915),Will Kellino,1915,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av68743,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Burlesque;Willy Clarkson
RaJ_1919,,,,Romeo and Juliet (1919),Anson Dyer,1919,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt3298144/,Romeo and Juliet;Silent;Short;Loose/Inspired;Romance;Parody;Animated;
RaJ_1920-1,,YwdzNW8B0bE,,Romeo and Juliet in the Snow (Romeo und Julia im Schnee),Ernst Lubitsch,1920,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_in_the_Snow,Romeo and Juliet;Silent;Loose/Inspired;Comedy;Romance;Jakob Tiedtke;Marga Köhler;Lotte Neumann;Ernst Rückert;Josefine Dora;Gustav von Wangenheim;Julius Falkenstein;Paul Biensfeldt;Hermann Picha;Paul Passarge
RaJ_1920-2,,,,Romeo and Juliet (1920),Vin Moore,1920,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0340319/,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Burlesque;Dorothea Wolbert;Vin Moore
RaJ_1921,,,,Doubling for Romeo,Clarence G. Badger,1921,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Doubling_for_Romeo,Romeo and Juliet;Silent;Loose/Inspired;Comedy;Will Rogers;Sylvia Breamer;Raymond Hatton;Sidney Ainsworth;Al Hart;John Cossar;Charles Thurston;Cordelia Callahan;Roland Rushton;Jimmy Rogers;William Orlamond
RaJ_1925,,i1mXqkpGiWs,,A Rarin' Romeo,Archie L. Mayo,1925,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av72796,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Walter Hiers;Duane Thompson;Jack Duffy;Rose Gore;Walter Hiers
RaJ_1927-1,,,,Drama Deluxe,Norman Taurog,1927,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0017828/,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Lupino Lane;Kathryn McGuire;Wallace Lupino;Glen Cavender;Bob Kortman
RaJ_1927-2,,yKZD5bj86FQ,,Felix the Cat as Romeeow,Otto Messmer,1927,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0141075/,Romeo and Juliet;Silent;Short;Loose/Inspired;Comedy;Animation;
RaJ_1929,,iufWTyl3EUs,,The Hollywood Revue of 1929,Charles Reisner,1929,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Hollywood_Revue,Romeo and Juliet;Feature;Loose/Inspired;Comedy;Musical;Conrad Nagel;Jack Benny;Joan Crawford;Marion Davies;John Gilbert;Norma Shearer;Charles King;Bessie Love;Cliff Edwards;Anita Page;Marie Dressler;Polly Moran;William Haines;Buster Keaton;Stan Laurel;Oliver Hardy;George K. Arthur;Karl Dane;The Brox Sisters;Gwen Lee;Lionel Barrymore;Gus Edwards;Albertina Rasch
RaJ_1933,,GGbth5GI0SQ,,Romeo and Juliet (1933),Frank Moser,1933,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0152226/,Romeo and Juliet;Short;Loose/Inspired;Animation;
RaJ_1940-1,,y4fdRpW5rZo,,Shakespearean Spinach,Dave Fleischer;Roland Crandall,1940,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0033041/,Romeo and Juliet;Short;Loose/Inspired;Romance;Comedy;Animation;Jack Mercer;Margie Hines;Pinto Colvig
RaJ_1940-2,,rquoAjb6wbI,,Romeo in Rhythm,Rudolf Ising,1940,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0033000/,Romeo and Juliet;Short;Loose/Inspired;Romance;Comedy;Animation;Mel Blanc;Billy Mitchell;Lillian Randolph;Danny Webb
RaJ_1942,,,,Shuhaddaa El Gharam,Kamal Selim,1942,Egypt,MovingImage,26.696362,30.246486,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av37788,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Ibrahim Hamouda;Leila Mourad
RaJ_1943,,ibj8h6Ei4C4,,Romeo y Julieta (1943),Miguel M. Delgado,1943,Mexico,MovingImage,23.624813,-102.57867,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1943_film),Romeo and Juliet;Feature;Loose/Inspired;Comedy;Mario Moreno;María Elena Marqués;Ángel Garasa;Andrés Soler;Emma Roldán;José Baviera;Pedro Elviro;Juan Garcia;Conchita Gentil Arcos;Tito Junco;Manuel Noriega;Jorge Reyes;Estanislao Shilinsky
RaJ_1949-2,,5l_2j-qTkXM,,The Lovers of Verona (Les amants de Vérone),André Cayatte,1949,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/The_Lovers_of_Verona,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Mystery;Serge Reggiani;Anouk Aimée;Martine Carol;Pierre Brasseur;Marcel Dalio;Marianne Oswald;René Génin;Yves Deniaud;Charles Blavette;Marcel Pérès
RaJ_1950,,,,Tong lin niao,Doe Ching,1950,China,MovingImage,34.668138,104.165802,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av68103,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Kenneth Tsang Kong;Lucilla Yu Ming;Wang Lai;Yueng Chi Hing
RaJ_1953,,A8Wq00CVVSc,,Beneath the 12-Mile Reef,Robert D. Webb,1953,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Beneath_the_12-Mile_Reef,Romeo and Juliet;Feature;Loose/Inspired;Action/Adventure;Technicolor;Robert Wagner;Terry Moore;Gilbert Roland;J. Carrol Naish;Richard Boone;Angela Clarke;Peter Graves;Jay Novello;Jacques Aubuchon;Gloria Gordon;Harry Carey Jr.;Rev. Theophilus Karaphillis
RaJ_1955-2,,43b1gETwtBQ,,Romeo i Dzhulyetta (Ромео и Джульетта),Lev Arnshtam,1955,Russia,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1955_film),Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Ballet;Galina Ulanova;Yuri Zhdanov;I. Olenina;Aleksandr Radunsk;Ye. Ilyushchenko;Aleksey Yermolayev;Sergei Koren;V. Kudryashov;L. Loshchilin;Aleksandr Lapauri
RaJ_1955-3,,,,Giulietta and Romeo,John Mantley,1955,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt1588976/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Comedy;Angela Carroll;Conrad Nagel;Margaret Anderson;Sue Ellen Blake;Patrick Crean;John Fostini;Gisella Mathews;John Stacy;George Weller
RaJ_1956,,,,The Same Sky,Dennis Vance,1956,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0886731/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Religious War;Modernization;Alaric Cotter;Thora Hird;Donald Houston;David Kossoff;Yvonne Mitchell;Donald Morley;Joy Rodgers
RaJ_1958,,wySPRPGf5_s,,Romeo i Julija (1958),Ivo Vrbanic,1958,Yugoslavia,MovingImage,43.85,18.25,IMDb - https://www.imdb.com/title/tt0334254/,Romeo and Juliet;Short;Loose/Inspired;Drama/Tragedy;Period;Comedy;Science Fiction;Animation;
RaJ_1960,,JdkonIzgz7Q,,"Romeo, Juliet and Darkness (Romeo, Julia a tma)",Jiří Weiss,1960,Czechoslovakia,MovingImage,49.800901,15.478152,"Wikipedia - https://en.wikipedia.org/wiki/Romeo,_Juliet_and_Darkness",Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Modernized;Ivan Mistrík;Daniela Smutná;Jiřina Šejbalová;František Smolík;Blanka Bohdanová;Eva Mrázová;Karla Chadimová;Miroslav Svoboda
RaJ_1961-1,,BWCiTvIkgLw,,Romanoff and Juliet,Peter Ustinov,1961,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romanoff_and_Juliet_(1961_film),Romeo and Juliet;Feature;Loose/Inspired;Drama/Comedy;Romance;Rom-Com;Technicolor;Peter Ustinov;Sandra Dee;John Gavin;Akim Tamiroff;Tamara Shayne;Alix Talton;Rik Van Nutter;John Phillips;Peter Jones;Suzanne Cloutier
RaJ_1961-2,,HpKbrpPiExA,,West Side Story (1961),Robert Wise;Jerome Robbins,1961,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/West_Side_Story_(1961_film),Romeo and Juliet;West Side Story;Feature;Loose/Inspired;Drama;Romance;Musical;Modernized;Natalie Wood;Marni Nixon;Richard Beymer;Jimmy Bryant;Russ Tamblyn;Tucker Smith;Rita Moreno;Betty Wand;Marni Nixon;George Chakiris;Simon Oakland;Ned Glass;William Bramley
RaJ_1963,,lzq54vZS3DE,,Los Tarantos,Francisco Rovira Beleta,1963,Spain,MovingImage,39.896027,-2.487694,Wikipedia - https://en.wikipedia.org/wiki/Los_Tarantos,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Musical;Modernized;Carmen Amaya;Sara Lezana;Daniel Martín;Antonio Gades;Margarita Lozano;Antoñita Singla;Peret;El Viti
RaJ_1965-2,,,,Romeo and Juliet: A Ballet After William Shakespeare,Norman Campbell,1965,Canada,MovingImage,62.393303,-96.818145,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av66729,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Ballet;Earl Kraul;Victoria Tennant;Adams Lawrence;Grant Strate;Angela Leigh;Alex Ursuliak;Celia Franca;David Scott;Grant Strate;Howard Marcus;Jeremy Blanton;Joanne Nisbet;Maralyn Miles;Yves Cousineau
RaJ_1966-2,,,,Romeo and Juliet (1966),Paul Czinner,1966,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0060911/,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Musical;Margot Fonteyn;Rudolf Nureyev;David Blair;Desmond Doyle;Julia Farron;Michael Somes;Anthony Dowell;Derek Rencher;Leslie Edwards;Georgina Parkinson;Gerd Larsen;Ronald Hynd;Christopher Newton;Betty Kavanagh
RaJ_1966-3,,46oIyDN0ku4,,Kako su se voleli Romeo i Julija?,Jovan Zivanovic,1966,Yugoslavia,MovingImage,43.85,18.25,IMDb - https://www.imdb.com/title/tt0176877/,Romeo and Juliet;Feature;Loose/Inspired;Romance;Modernized;Špela Rozin;Mihailo 'Misa' Janketic;Aleksandar Gavric;Rade Markovic;Zdravka Krstulovic;Lidija Pilipenko;Severin Bijelic;Ljubomir Draskic
RaJ_1968-2,,_u9baZsCIko,,Romeo si Julieta,Bob Călinescu,1968,Romania,MovingImage,45.947125,24.980514,IMDb - https://www.imdb.com/title/tt0177179/,Romeo and Juliet;Short;Loose/Inspired;Romance;Animation;
RaJ_1976-2,,,,Romeo of the Spirits,Nikolas L. Janis,1976,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av36830,Romeo and Juliet;Short;Loose/Inspired;Drama/Tragedy;Michael Gough
RaJ_1976-3,,mcA8gZPYua8,,The Bolshoi Ballet: Romeo and Juliet,John Vernon,1976,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av70736,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Ballet;Mikhail Lavrosky;Natalia Bessmertnova;Yuri Papko;Valery Zholtikov;Tatiana Stepanova;Alexei Zakalinsky;Irina Krasavina;Ivan Smolzov;Shamil Jagudin;Tatiana Galikova;Valery Lagunov;Vladimir Golubin;Vladimir Levashev;Vladimir Romanenko;Yuri Medvedev
RaJ_1978-2,,xZbkvCm63FM,,Sieben Sommersprossen,Herrmann Zschoche,1978,Germany (East),MovingImage,51.165707,10.452764,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av71594,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Modernized;Anette Holzmann;Barbara Dittus;Carola Braunbock;Carola Spindler;Christa Löser;Evelyn Opoczynski;Hannes Stelzer;Harald Rathmann;Hilmar Baumann;Jan Bereska;Janine Beilfuß;Kareen Schröter;Michael Böttcher;Reneé Rudolph;Sabine Schmich
RaJ_1978-3,,,,Romeo and Juliet (1978),Merrill Brockway,1978,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av66929,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Ballet;Jim Sohm;Diana Weber;Attila Ficzere;Lew Christensen;Tina Santos;Allyson Deane;Anita Paciotti;Gary Wahl;John McFall;Michael Dwyer
RaJ_1978-4,,8bIUp01xtU8,,Maro Charitra (1978),K. Balachander,1978,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Maro_Charitra,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Kamal Haasan;Saritha;Madhavi;J. V. Ramana Murthi;Kakinada Syamala;P. L. Narayana;Jaya Vijaya;S. K. Misro
RaJ_1978-5,,s8d6dfNCAMU,,Mônica e Cebolinha: No Mundo de Romeu e Julieta,José Amâncio,1978,Brazil,MovingImage,-14.242915,-53.189266,Wikipedia - https://en.wikipedia.org/wiki/M%C3%B4nica_e_Cebolinha:_No_Mundo_de_Romeu_e_Julieta,Romeo and Juliet;Feature;Loose/Inspired;Drama/Comedy;Romance;Fantasy;Musical;
RaJ_1979-2,,lJ19n-e8YAA,,Runaway Robots! Romeo-0 and Julie-8,Clive A. Smith,1979,Canada,MovingImage,62.393303,-96.818145,Wikipedia - https://en.wikipedia.org/wiki/Romie-0_and_Julie-8,Romeo and Juliet;Short;Loose/Inspired;Romance;Science Fiction;Animation;Greg Swanson;Donann Cavin;Max Ferguson;Marie Aloma;Bill Osler;Nick Nichols
RaJ_1980,,,,Romeu e Julieta,Afonso Grisolli,1980,Brazil,MovingImage,-14.242915,-53.189266,IMDb - https://www.imdb.com/title/tt0458925/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Modernized;Lucélia Santos;Fábio Jr.;Buza Ferraz;Daniel Dantas;Francisco Milani;Theresa Amayo;Rubens Correia;Ruth de Souza
RaJ_1981-2,,K7nTbO8kMAo,,Could One Imagine? (Вам и не снилось or Vam i ne snilos...),Ilya Frez,1981,Russia,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Could_One_Imagine%3F,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Teen;Tatyana Aksyuta;Nikita Mikhailovsky;Yelena Solovey;Irina Miroshnichenko;Lidiya Fedoseyeva-Shukshina;Albert Filozov;Tatyana Pelttser;Rufina Nifontova;Yevgeny Gerasimov;Leonid Filatov;Vadim Kurkov;Ekaterina Vasilyeva;Nina Mazaeva;Lyubov Sokolova;Natalia Martinson;Lyubov Maikova;Alexander Karin;Valentin Golubenko;Elena Mayorova;Vladimir Prikhodko;Dmitry Polonsky;Irina Otieva
RaJ_1981-3,,CFyuRDSZaJ4,,Ek Duuje Ke Liye,K. Balachander,1981,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Ek_Duuje_Ke_Liye,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Kamal Haasan;Rati Agnihotri;Madhavi;Raza Murad;Rakesh Bedi;Poornam Viswanathan;Satyen Kappu;Shubha Khote;Asrani;Arvind Deshpande;Avtar Gill;Sunil Thapa
RaJ_1981-4,,xpb1IBHhgKI,,The Sea Prince and the Fire Child (シリウスの伝説),Masami Hata,1981,Japan,MovingImage,34.886306,134.379711,Wikipedia - https://en.wikipedia.org/wiki/The_Sea_Prince_and_the_Fire_Child,Romeo and Juliet;Feature;Loose/Inspired;Romance;Fantasy;Animation;Anime;Toru Furuya;Tony Oliver;Mami Koyama;Melissa Newman;Ikue Sakakibara;Rebecca Forstadt;Keiko Han;Kenji Utsumi;Reiko Muto;Barbara Parkins;Jukichi Uno;Mike Reynolds;John Hostetter
RaJ_1982-2,,,,Roméo et Juliette (1982),Yves-André Hubert,1982,France,MovingImage,46.232193,2.209667,IMDb - https://www.imdb.com/title/tt0278002/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Period;Neil Shicoff;Barbara Hendricks;Frangiskos Voutsinis;Yves Bisson;Gino Quilico;Robert Dumé;Marie McLaughlin;Anna Ringart;Michel Philippe;Jean-Philippe Courtis
RaJ_1983-1,,,,Romeo and Juliet (1983),James Earl Jones;Norman Campbell,1983,Canada,MovingImage,62.393303,-96.818145,Wikipedia - https://en.wikipedia.org/wiki/List_of_films_based_on_Romeo_and_Juliet,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Ballet;
RaJ_1983-2,,jucXnM3wdOk,,Romeo and Juliet on Ice (1983),Robert Iscove,1983,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0404381/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Musical;Dorothy Hamill;Brian Pockar;Toller Cranston;Emily Hurson;Richard O'Neill;Suzanne Russell
RaJ_1983-3,,,,Romeo e Giulietta (1983),Rudolf Nureyev,1983,Italy;United Kingdom,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt0134062/,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Musical;Rudolf Nureyev;Carla Fracci;Michael Sasson
RaJ_1984-1,,,,Romeo and Juliet (1984),Colin Nears,1984,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/List_of_films_based_on_Romeo_and_Juliet,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Ballet;
RaJ_1984-2,,kTPe7CNf5MQ,,Romeo i Julija (1984),Dušan Petričić,1984,Yugoslavia,MovingImage,43.85,18.25,IMDb - https://www.imdb.com/title/tt0274063/,Romeo and Juliet;Short;Loose/Inspired;Comedy;Parody;Animation;
RaJ_1985,,,,Narekohme gi Monteki i Kapuleti,Donyo Donev,1985,Bulgaria,MovingImage,42.729862,25.491667,IMDb - https://www.imdb.com/title/tt0373184/,Romeo and Juliet;Feature;Loose/Inspired;Comedy;Animation;
RaJ_1987,,WonOBoFfsDQ,,China Girl,Abel Ferrara,1987,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/China_Girl_(1987_film),Romeo and Juliet;Feature;Loose/Inspired;Romance;Film Noir;Neo-Noir;Thriller;Indie;Richard Panebianco;Sari Chang;James Russo;Russell Wong;David Caruso;Joey Chin;Judith Malina;James Hong;Robert Miano;Paul Hipp
RaJ_1988-1,,rll8wxFy7M0,,Qayamat Se Qayamat Tak,Mansoor Khan,1988,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Qayamat_Se_Qayamat_Tak,Romeo and Juliet;Feature;Loose/Inspired;Romance;Musical;Aamir Khan;Imran Khan;Juhi Chawla;Goga Kapoor;Dalip Tahil;Ravindra Kapoor;Asha Sharma;Alok Nath;Rajendranath Zutshi;Beena Banerjee;Reema Lagoo;Arjun;Ajit Vachani;Yunus Parvez;Viju Khote;Shehzad Khan;Makrand Deshpande;Yatin Karyekar;Faisal Khan;Shiva Rindani;Reena Dutta
RaJ_1988-2,,,,Rami og Julie,Erik Clausen,1988,Denmark,MovingImage,56.155403,11.617223,IMDb - https://www.imdb.com/title/tt0095957/,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;Modernized;Saleh Malek;Sofie Gråbøl;Mohammad Bakri;Steen Birger Jørgensen;Kjeld Løfting;Peter Belli;Paprika Steen;Zetti Krarup Jensen;Anne Nøjgaard
RaJ_1989-2,,YGHXxAmLD4I,,"Love, Hate and Death (Montoyas y Tarantos)",Vicente Escrivá,1989,Spain,MovingImage,39.896027,-2.487694,IMDb - https://www.imdb.com/es/title/tt0097909/,Romeo and Juliet;Feature;Loose/Inspired;Drama;Romance;Cristina Hoyos;Sancho Gracia;Juan Paredes;Esperanza Campuzano;Juan Antonio Jiménez;José Sancho;Mercedes Sampietro;Queta Claver
RaJ_1989-3,,3_HkB0nrK2M,,"Mama, There's a Man in Your Bed (Romuald et Juliette)",Coline Serreau,1989,France,MovingImage,46.232193,2.209667,"Wikipedia - https://en.wikipedia.org/wiki/Mama,_There%27s_a_Man_in_Your_Bed",Romeo and Juliet;Feature;Loose/Inspired;Drama/Comedy;Romance;Daniel Auteuil;Firmine Richard;Pierre Vernier;Maxime Leroux;Giles Privat;Catherine Salviat;Pascal N'Zonzi;Fabienne Chaudat;Emil Abossolo-Mbo
RaJ_1990-2,,AY6CEnnFOn0,,Torn Apart,Jack Fisher,1990,Israel/Palestine;United States,MovingImage,31.418388,35.073541,IMDb - https://www.imdb.com/title/tt0100800/,Romeo and Juliet;Feature;Loose/Inspired;Drama/Tragedy;Romance;War;Modernized;Adrian Pasdar;Cecilia Peck;Hanna Azoulay Hasfari;Barry Primus;Amos Lavi;Michael Morim;Margrit Polak;Yaffit Mazar;Makram Khoury;Tal Assif
RaJ_1990-3,,,,Romeo and Juliet (1990),Michael Farrell,1990,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av70216,Romeo and Juliet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Romance;Opera;Craig Sirianni;Eliabeth Comeaux;Kenn Woodward;George Hogan;Ian Jon Bourg;Kent Standerford;L. Sean Buster;Peter Van Derick;Seth Makin
RaJ_1990-4,,UZXlomTEdYc,,A Verdadeira História de Romeu e Julieta,Hélio Vargas,1990,Brazil,MovingImage,-14.242915,-53.189266,IMDb - https://www.imdb.com/title/tt2428908/,Romeo and Juliet;TV/Video/Recording;Loose/InspiredDrama/Comedy;Ronald Golias;Hebe Camargo;Luís Carlos Miele;Consuelo Leandro;Fafy Siqueira;Carlos Imperial;Carlos Alberto de Nóbrega;Nair Bello;Agnaldo Rayol;Geraldo Alves;Ronnie Von;Fábio Jr.
